Contract,Token,Symbol,PairId,Price,MarketCap,Liquidity,FDV
8J69rbLTzWWgUJziFY8jeu5tDwEPBwUz4pKBMr5rpump,Wojak ,WOJAK,FDrY5i5kuadZ1ik8gPS26qjj9Rw9mpufXMegGC2HNSP7,$0.025660,$25.7M,$775K,$25.7M
CkTFDNGUtw58dBDEnMD9RW3tjTVKaoVXctcXdq8Gpump,KERMIT THE FROG,KERMIT,3cWtUtmhYhLdWrHXUnNgXoyYVvFC3dEUkM5HCA3YPqv4,$0.004163,$4.2M,$273K,$4.2M
o9m7geE8oUZDgv5W8xdG7jmXGNRdVPNREo1oZ4BZvcN,Useless Coin,USELESS,6zFwC9WShsjN1RtmJuKHruG2RD4zSBy8tRLYBXSewN3o,$0.351500,$351.6M,$350.6M,$351.6M
3134y3tLsfzLUo7daa5XqdT5oz5WvueQYkYCrudhoh41,DUSD,DUSD,4Gmqvyg7wdHDhaZq53ELZ7suazSc4WnXdsosX2MMuPKV,$1.000600,$1.0B,$500.3M,$1.0B
E8Z5sNVYNQCx35RSdZfkUpn4rdkYrjs6ktQTwT7tUGGR,wifyear,00,Auj5qRwDaqSrFz4MRr5fD6vNqQWdYnZyQuvJYfzrcV3G,$0.000122,$122.1M,$488K,$122.1M
GkyPYa7NnCFbduLknCfBfP7p8564X1VZhwZYJ6CZpump,Chill House,CHILLHOUSE,35TqQMeiRwEbK6FR5qiPwastuAAvo32VjnULJpxVSxUK,$0.006506,$6.5M,$853K,$6.5M
BJ9mLqmBuoCDqth1HZUwP6ULwbvftpYzoKnq5AcgLGVZ,PimpFun,00,68zA6889GxzDtzAfKL2G5FDNp7pD49zoQQLLgogMBvyF,$0.002309,$2.3B,$9.2M,$2.3B
6VHVpj3KHDsa1vBiAj13c9oe482ZeJkXBJNCdcH1mKeW,testicle,Coin,AMP3f6XPCGgQiMNTjwWBY9N3ymp37mcP2FrB3HJrCDDR,$0.001310,$1.3B,$5.2M,$1.3B
8LRurKCmmj1pi676URYTXD47UDMj1CWxafhBJFpn6iDX,steak,Coin,4qmGTU8UMNCvLgCUqnYwb3jfWzPAugTrRgc4VrxoZqMp,$0.000781,$780.9M,$3.1M,$780.9M
DWCrQTpD5mKUWVSLArBaLiMqpknyboB6JxyktaYXshu4,snowball,00,9SEQzYjNdMP5jCjN6CaVTkWPmMErxbqaHVCWuWkwfUAP,$0.007409,$7.4B,$29.6M,$7.4B
4a3EMFw6Gxf4sAwXJF6Z8AcW4QdFQEG9Ynxv2smMskJE,DeciAI,DECI,6QbdLPfooqUDfwvinbgPmakMz9yyXKuaybLwtRQvSfcp,$0.049460,$49.5M,$300K,$49.5M
2rbCo2RNLF3is8i8RWtwEgmKuGxt7yPmgeNiAqinPadj,DINOSOL,TheToken,DR7PXgTW2a2AmHBtgU39DFuiS2FFCxCkfftngQCMKgAU,$0.000723,$723K,$706K,$723K
8ncucXv6U6epZKHPbgaEBcEK399TpHGKCquSt4RnmX4f,trencher,TRENCHER,6WwcmiRJFPDNdFmtgVQ8eY1zxMzLKGLrYuUtRy4iZmye,$0.001437,$1.4M,$365K,$1.4M
5GTRGGnmbMCjCUnc3xMweCgVqDEtSDxTdvVdwutcpump,predictionXBT,PREDICT,GRQB4P9MmorUwut8kb43RyHKJWo3Ce1EAvENPmNUbAhN,$0.001123,$1.1M,$113K,$1.1M
AiVRhMM8WG3pJEXdZwviK6PUakRh9wnvjsdvzFSATtpG,liquid,00,EpxdrSWDaWBxcZjn84ZBXUnSYKdb6Xne8zxt1A7L6xbr,$0.000383,$383.0M,$1.5M,$383.0M
5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,michi,$michi,GH8Ers4yzKR3UKDvgVu8cqJfGzU4cU62mTeg9bcJ7ug6,$0.005085,$2.8M,$1.1M,$2.8M
zGh48JtNHVBb5evgoZLXwgPD2Qu4MhkWdJLGDAupump,The Last Play,retire,6HfaJiUuTXFZEfmdkQSNbvfe6i95Nh2wUVJ5dWMf7gtw,$0.001599,$1.6M,$426K,$1.6M
GWuDLbN2jN6bLPT83ZrNTJ5eMU3UefdTZE9ftdiNnpWd,You’ll own nothing & be happy,00,DhFetgb9rwEJbTjcpc7nGnHLMuoqPdFY16FzjmFz5saF,$0.003111,$3.1B,$12.4M,$3.1B
FVAyTyFC41BJjwdfF7cRUhWMd77b3kUx2Yf9GbauY6Pn,Myro,MYRO,AjH6xTxwxLXULk9vvrki26NMZ5UTNVyKMrnFMM2RKJnw,$0.027120,$25.6M,$24.6M,$25.6M
6WZCAMAVNMCm2Z9HFZDrY7cK3tVZnvpbQ1HndZ3vwDe7,Kabuto,Coin,DFHWZxsfEFDvntqqL3r6ss9yAFT1oLq9XawRhaivK8kS,$0.002111,$2.1B,$8.4M,$2.1B
6qoHG75y4uqoMThAVCpMV2vufdmFASjHcaCWxwZV8jj7,Jelly-My-Jelly,JELLYJELLY,7UA53kH7V3YemFhT1LyqAdXCM6Zig34kJ2KT69oU37AT,$0.134800,$134.9M,$133.9M,$134.9M
3JMbbHYKXNbYTeyyj9347P7PGVngkUeZCi3Duf4aTjHc,Tuna,00,49NE4L1MN7i5kJrfAJpgFmjgSmUrJhJ3tRvCJZnDEPBp,$0.000571,$570.7M,$2.3M,$570.7M
4NGbC4RRrUjS78ooSN53Up7gSg4dGrj6F6dxpMWHbonk,Pandu Pandas,PANDU,4Bn7ow3iYnaPGdhWhs8zLVw8YtUUTboQdn95rFEusR9D,$0.000019,$1.9M,$208K,$1.9M
4HH28JezeYFYGJNHz8PBivGbBPSDtvQVKqHyMPPyhT6v,Gigachad,GIGA,HzcWyeRw14268Rwx7MqTuMFzksEKRDv6LAzjin2kGPDD,$0.008693,$86.9M,$85.9M,$86.9M
7Y2TPeq3hqw21LRTCi4wBWoivDngCpNNJsN1hzhZpump,Sachicoin,SACHI,J3s2eaBdxaTEJd9NgHAvsRv88PuGSQWmrggyWxoEL587,$0.003190,$3.1M,$243K,$3.1M
AoAJGv5Uu9bcSyPZvbiLwKTjPqPx5ie46VJG3FBjgoM6,TROLL (SOL),TROLL,4zr2oKxAx8KvamRdhQoYXda5kUJesE1ZCV8DEGraW5eo,$0.185200,$185.3M,$184.3M,$185.3M
BGqBuTQiTkaQJSc97g8vq4s7yzJ6afUemLTKtzVgcR6h,Fartcoin,FARTCOIN,9MirigiSsDrbiKUt4C23XXTQLemcCDTwqjQzZe98Wn6n,$2.340000,$2.3B,$2.3B,$2.3B
B4z637sPuJgpeAF7VtxH1q5THSVqZ87ouKupGQj4HWhG,Fwog (SOL),FWOG,A748KKiZ3ufG9c71FXiWcnY83w1KjdpjP6xqN4p9q5xB,$0.184700,$180.3M,$179.2M,$180.3M
8UiPofjkbjqTqrymz4VY3wXxMcPjFuyq3Psofekymaca,MACARON,MACARON,F7XDzSmDLQLF1htUGZ4nb8B3UfCmWDZWnJVZV32yLr7b,$0.150400,$158K,$145K,$158K
8QUxBWwgbPwTSvjBR88VTvycK6cyJMNbhpdXuhidB4rJ,Never Give Up,Coin,EqA3D1CjrXDbc5ZBv5cHL4zwB67aohVCJooWMdfcBVKZ,$0.001640,$1.6B,$6.6M,$1.6B
AjgSvYmJLhvt3FteiyTqQf8XBj1SVs6T6AmSUfkHpump,Groyper,Groyper,9bGYzUG6Mpuy8dHuJaSkbguW87GZk7A8YgPgCSVANGpx,$0.001397,$1.4M,$198K,$1.4M
PAYmo6moDF3Ro3X6bU2jwe2UdBnBhv8YjLgL1j4DxGu,PayAI,PAYAI,CP8fLuxUfduf6VQRa3ADYXLtvTVJStGzLBGA8MEHcAe3,$0.011750,$11.8M,$818K,$11.8M
HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,Purple Pepe,PURPE,CpoYFgaNA6MJRuJSGeXu9mPdghmtwd5RvYesgej4Zofj,$0.000025,$10.7M,$682K,$10.7M
J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,5hWJUNTtEtKmKgDXpthJXXRRmJrz5vJ7uJzrUNVdrwLg,$157.250000,$2.1B,$500K,$2.1B
EyNbAt2aavE1SbEpmKCLxniHGKez9KqF93zwvAojFKa6,Pump.fun,PUMP,41jj12f5ojTm9WPPTRWUixMWVg1Y95TV7j32wXJCpYQK,$0.006877,$6.9B,$6.9B,$6.9B
6MQpbiTC2YcogidTmKqMLK82qvE9z5QEm7EP3AEDpump,catwifmask,MASK,GWPLjamb5ZxrGbTsYNWW7V3p1pAMryZSfaPFTdaEsWgC,$0.001878,$1.9M,$317K,$1.9M
5JkQBPrYdRK7JsC39KPPbZi7r6uLx3ZuL7jjMf4zN4c,UCF Finance,UCF,CC6QjCQ29cauTogdB9erTxNR736JApDyxkjuFdKcK3Up,$18164.011000,$1.8B,$75.2M,$1.8B
KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,Kamino,KMNO,2nJjE2ba3iGtefN4UNM1KN5FdYCwssU4Bzhc8URceqh6,$0.052760,$188.1M,$404K,$527.6M
H5b4iYiZYycr7fmQ1dMj7hdfLGAEPcDH261K4hugpump,Monero-Chan,MONEROCHAN,B6NR5XYLroBdAnKjcF2o1raKqgSdi68yGZm4jtPMmQbQ,$0.002817,$2.8M,$239K,$2.8M
71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,Gorbagana,GOR,H66r4cb3LrvEZowN6eJZxMVbjrzxmRzPRT7Z6aMEXunb,$0.004713,$4.7M,$602K,$4.7M
pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,Pump,PUMP,2uF4Xh61rDwxnG9woyxsVQP7zuA6kLFpb3NvnRQeoiSd,$0.001874,$1.1B,$13.4M,$1.9B
Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,Pippin,pippin,8WwcNqdZjCY5Pt7AkhupAFknV2txca9sq6YBkGzLbvdt,$0.416300,$416.3M,$13.8M,$416.3M
61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,AI Rig Complex,arc,J3b6dvheS2Y1cbMtVz5TCWXNegSjJDbUKxdUVDPoqmS7,$0.037900,$37.9M,$3.0M,$37.9M
CYtfk5AQSTBL8HxiiCXZ5SKE7e8uNA3bWJQVjS6DTpiv,Rizzmas,THE,ErXfcgdBz3Yn1NtKsiy7h7Lmfu1WWdsxShbcyxKGyCeu,$0.000048,$480.9M,$1.9M,$480.9M
DtfQirrR3vjogEeDnTwRsFF8iLjGRutcMjjZRY3xU54z,Aura,AURA,6G52nhLPMZgoYD3disCZekYJSqvswPibh4KyBUPViUJ3,$0.078040,$75.3M,$74.3M,$75.3M
CiTnscSK27VUinyFngoX57YdeZTjNorGtCReC9nH2Do6,World Liberty Financial USD   ,USD1,Sz9YJYis8wqKnmF2Vii4GFQfyELELFB4jmJQs66MNGr,$1.000000,$2.9B,$2.9B,$2.9B
7tGwuFAyV3xQjYGdGDwXzxegx419WgE4WwtEbJq9x1Es,Goatseus Maximus,GOAT,3bnjD8vpHvGpuAo9ExVSs7CKBMzfG6SgxC19joqMV5gJ,$0.163700,$163.8M,$162.8M,$163.8M
