Token,Symbol,Contract,PairId,Price,MarketCap_raw,Liquidity_raw,FDV_raw,MarketCap,Liquidity,FDV
Gigachad,GIGA,Bvr82Z4qxbWTuoVDHzjbfPZ8jYfTjCyFVcoE2H7foVCc,DpGQd8YysX4qGVdTBeGUyZVU6g5KvTnq6xzkKKddt6P8,$0.013110,131141073.0,130141039.16,131141073.0,$131.1M,$130.1M,$131.1M
aixbt by Virtuals,AIXBT,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0xf1Fdc83c3A336bdbDC9fB06e318B08EadDC82FF4,$0.030680,30525385.0,451509.34,30532011.0,$30.5M,$452K,$30.5M
PayAI Network,AI PAYAI,6GjVztaLrALWxtecUKzLHyS1DTtZJrD1i1RyW96Z8rBZ,HN6ENxPPK9A4NPGEtjAwDKTtUeTMxMUgbZxDy8cxjvAn,$0.029600,29604459238.0,118417837.94,29604459238.0,$29.6B,$118.4M,$29.6B
hand.ai,HAND,LkW6Lk37bdvX4j3pmwRKDEu8LgZuBuRY1V8cgRyESrR,EgUUt1UJrjnwTDwkvTa945yWGLYxXLp9JhgPcBUmU7ce,$0.220300,220360592.0,623724.64,220360592.0,$220.4M,$624K,$220.4M
Unity,UTY,0xDBc5192A6B6FfEe7451301bb4ec312f844F02B4A,0xca7Bd86983a2474f3c7cB45207Bc16760CEe07cF,$0.999600,20980985.0,3500448.95,20980985.0,$21.0M,$3.5M,$21.0M
Ore,ORE,EjjnZNQZSFsVcFdEZQHvgbnwcn2Eo9oTiQbychCNC86P,BdCkrmJToujrbEjw8E5JHQrPXx53xQ8HoJxSVDqYcfX4,$577.370000,2886878645.0,2885878631.91,2886878645.0,$2.9B,$2.9B,$2.9B
67COIN,67,76rTxzztXjJe7AUaBi7jQ5J61MFgpQgB4Cc934sWbonk,E9oGC72mZWYqmzR5ggB9DAoGyRssR3uhFWHG1L75RZve,$0.000314,314366.0,112150.62,314366.0,$314K,$112K,$314K
Daydreams,dreams,GMzuntWYJLpNuCizrSR7ZXggiMdDzTNiEmSNHHunpump,HMqJNKrVf24mUVgdWC4LjuLxWgMBrGU7HAWLji6hLaJQ,$0.006546,5561404.0,503225.79,6545333.0,$5.6M,$503K,$6.5M
RankChain,RCN,F2uvr8qmQNMKsLS9KPrXcyqYVXeVS4Gu5iRyS2p2Bixw,DYZopjL34W4XpxbZaEjsCsXsrt6HbgE8WMCmPF1oPCwM,$0.026350,26355321.0,176672.52,26355321.0,$26.4M,$177K,$26.4M
AU79,AU79,AT13ipG8K4HDyEJm3H1ZVQV2Bw8sihewoLQReSMsYo3o,CqmwcyB7fGor8z7As56yXBQzWjy7MnACtmj6wuLHgV5H,$0.006039,6039993.0,889907.42,6039993.0,$6.0M,$890K,$6.0M
AI Rig Complex,ARC,88SoYgkT7p7MNEhDr17AztWcdhSetpFVtDFPZj5CVAQT,72cZkdmmRm4TRFsHWydyA7qs1UXdLoRnsTGyJmpwSMv5,$0.304700,304787083.0,303682832.04,304787083.0,$304.8M,$303.7M,$304.8M
GIGACHAD,GIGA,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,4xxM4cdb6MEsCxM52xvYqkNbzvdeWWsPDZrBcTqVGUar,$0.003773,36241310.0,2063823.89,36241310.0,$36.2M,$2.1M,$36.2M
The Silver Whale,00,AoXqPxSYjMmsvue1GYW6rGk3uvLcSEKbZ9fhwVoFg5B,7PHriCY5ir94FrZP4TPAB49Vjy1mTWbrMjGVL6KWKUEK,$0.000646,645826266.0,2583305.41,645826266.0,$645.8M,$2.6M,$645.8M
The Killer Whale,THE˙,G1Ur5W7wBzHyiEAGoQnCsC9MNWThNFXzKrVyL4BusnFy,Gnoyjv76tR1mQmum1gJ2QDEcY54ZhqihSkMmn9Cr81o2,$0.000099,99084347.0,396337.59,99084347.0,$99.1M,$396K,$99.1M
EXARION,AI,5iuGuFzPQW2B1sQbQWfcQRLUZjcvbgZKRNFiZjuHfbQC,BQyg9eD7dCjNTaqSE6SjHPpAcKF8F367RwrsfCKYWpKH,$0.001710,1709167156.0,6840550.77,1709167156.0,$1.7B,$6.8M,$1.7B
The Trash Whale,00,AY58PECumWnWqxV6mFUTHaJUbvfPZxAQf9k83XGXN94b,C572j4JZ1Q7VzVftGFAxXJdX2dE9pK4xujrsmhffbRAh,$0.000341,341009337.0,1364037.34,341009337.0,$341.0M,$1.4M,$341.0M
AICell,AICell,0xDe04da55B74435d7B9f2C5c62D9F1b53929b09AA,0xed85676D391BE656E6efa22eA4f3C663FfDd1683,$0.002499,2499925.0,1309234.57,2378528.0,$2.5M,$1.3M,$2.4M
RugProof v2,00,B4bLPmzmJ9dumUkbLzgNZq4eoke8z81QfqQubSqrCRxa,6DgbrsFCps6c3FsCdGdQtryuwxxWURBnH1NWYoe7npyH,$0.000605,605031860.0,2420127.65,605031860.0,$605.0M,$2.4M,$605.0M
Holly The Squirrel,00,8hWmMYALXAsm6sx8VaX3iygAMtLntvyPMzRp25fkNAb5,BUyBjxVKEyaUZFJrooo6jy8DC3eDEW5SfdKKeUqdjK7a,$0.010110,10110606285.0,40442425.4,10110606285.0,$10.1B,$40.4M,$10.1B
The Shrimp Army,00,hEFKPLCEYbjZcPKJrZUCVHTRhCPx3gFVV7EEKEXbVpg,4hw8mJqU4pkvsaBmCS2UDPhawgKHCa5isJkj7PyqYdB8,$0.000591,591039167.0,2364156.66,591039167.0,$591.0M,$2.4M,$591.0M
LooksRare,LOOKS,9V5HxYYdkgtH4AmkXtr4FynKdnjM5Up8EYY4PX1bktMF,35UKKDUAbQrNS4tYWrJGvrXe1VNXN2AV7BuULiaQoY1W,$0.014110,141168417.0,140158632.71,141168417.0,$141.2M,$140.2M,$141.2M
Nobody Sausage,NOBODY,C29ebrgYjYoJPMGPnPSGY1q3mMGk4iDSqnQeQQA7moon,7rQd8FhC1rimV3v9edCRZ6RNFsJN1puXM9UmjaURJRNj,$0.017450,16343309.0,1483584.34,16343309.0,$16.3M,$1.5M,$16.3M
Teddy Batman,Teddy Bat,ENgSDTZjZHLrXkYbQP3j3vzD9ANdnc8VCs9yxi1cMi55,6K86RRMKLWotny1gJjCZfNZSr7AEGzwNwEsFdjrPfu7g,$0.068530,68532285.0,229279.2,68532285.0,$68.5M,$229K,$68.5M
Blindfold Finance,00,F1CXTcnrNSb6cWFnoCohed7nuc5biUJ5ipKSHaDC9t83,GavxgfWrXT1AfZ6rYvsW8paEvzfnvRsuh225EKWMezJT,$0.001709,1709780000.0,6839120.3,1709780000.0,$1.7B,$6.8M,$1.7B
Alchemist AI,ALCH,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,FyDF3vKQFbcvNTsBi7L7LremrFPmXKbQqgAgnPg1hXXd,$0.142200,120912595.0,5488196.71,142248581.0,$120.9M,$5.5M,$142.2M
Hachiko,$HACHI,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,DqAfrGV2GBxpGRsq6Xk1z9ojRncqgLeeVPaKg5bCc24Z,$0.000000,3691733.0,109275.2,3691733.0,$3.7M,$109K,$3.7M
Degen,DEGEN,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,0xc9034c3E7F58003E6ae0C8438e7c8f4598d5ACAA,$0.001154,42681086.0,642942.58,42681086.0,$42.7M,$643K,$42.7M
The Golden Whale,COIN,EFMk3nXB4KbW97jQZ9JFtBYwMdbboBbWK3L1Hz6K3HRV,GEtzTnvVS7V2xMZkm6AbYWoU4PuHT86vojPGn6vFS7QG,$0.000079,79044782.0,316358.87,79044782.0,$79.0M,$316K,$79.0M
The White Whale,WhiteWhale,a3W4qutoEJA4232T2gwZUfgYJTetr96pU4SJMwppump,4qxSqMh6iEdbdvtMp8r5MK2psAGKNk57PfGeVo2VhczQ,$0.056130,56115769.0,1004178.1,56115769.0,$56.1M,$1.0M,$56.1M
learing,COIN,96VA7rK2uRMheabmNMsNrHD3WTxvWL78CoF2P6DuuUJE,5m9jdzETgCudMWyirejSTtpCN3G5zRB8ASF25LW3kSRg,$0.002809,2808024446.0,11238476.04,2808024446.0,$2.8B,$11.2M,$2.8B
The Black Whale,Coin,8WJn3HtKGYvVy1tK9ENDW6cpXdNaodCWybwQdfeWXisZ,74wt83CkC9SKCX9Wheom2WffVgQF97eKe9FRVXWeJm1Q,$0.001940,1940735440.0,7762942.02,1940735440.0,$1.9B,$7.8M,$1.9B
The White Whale,COIN,FgYXtNaNuhENgNKEsvcdLcBzMMsM1rd4LnebVdBmFwuw,EqeT1kre9yQkpcfEZJJrgCKRuve4ZuTgdRbpDFiLD8wb,$0.054090,54062074629.0,216371093.55,54062074629.0,$54.1B,$216.4M,$54.1B
maxxing,AI,GzC24MRi6Tv6vPxDQ2d5npX7rR4TYxkY9ae1PpjnZXte,JnYCGdW4xcgwfbiaPSAyGtGH7gu4e8sNYvKexsrGQCw,$0.000641,640538832.0,2563610.43,640538832.0,$640.5M,$2.6M,$640.5M
CF Large Cap Index,LCAP,0x4dA9A0f397dB1397902070f93a4D6ddBC0E0E6e8,0x48D1036b0308884c163cde60AD5fBf87112Ac52f,$8.280000,5137631.0,220714.73,5137631.0,$5.1M,$221K,$5.1M
The Blue Whale,Coin,73EAJNEWS9829rZT9fUoGCMPktce6VaQxbsC3jmNyLHV,6TA66UTjXDHa5E4R38Bm1z1WqZiS8aKGqzxHhPofroyL,$0.001209,1209843460.0,4839374.05,1209843460.0,$1.2B,$4.8M,$1.2B
Official Nick Shirley support,COIN,HY53gQddGCmU4h1ugqVWAZv5vpkJ9KLbweYgxy77GaNG,J9pB4Yn5UEiDzGwZPVw7RiSXDPEPGBET1LjQZniujBQ6,$0.000121,120915691.0,483937.61,120915691.0,$120.9M,$484K,$120.9M
Wojak ,WOJAK,8J69rbLTzWWgUJziFY8jeu5tDwEPBwUz4pKBMr5rpump,FDrY5i5kuadZ1ik8gPS26qjj9Rw9mpufXMegGC2HNSP7,$0.025660,25667016.0,774929.38,25667016.0,$25.7M,$775K,$25.7M
KERMIT THE FROG,KERMIT,CkTFDNGUtw58dBDEnMD9RW3tjTVKaoVXctcXdq8Gpump,3cWtUtmhYhLdWrHXUnNgXoyYVvFC3dEUkM5HCA3YPqv4,$0.004163,4163950.0,273302.33,4163950.0,$4.2M,$273K,$4.2M
Useless Coin,USELESS,o9m7geE8oUZDgv5W8xdG7jmXGNRdVPNREo1oZ4BZvcN,6zFwC9WShsjN1RtmJuKHruG2RD4zSBy8tRLYBXSewN3o,$0.351500,351569610.0,350559892.94,351569610.0,$351.6M,$350.6M,$351.6M
DUSD,DUSD,3134y3tLsfzLUo7daa5XqdT5oz5WvueQYkYCrudhoh41,4Gmqvyg7wdHDhaZq53ELZ7suazSc4WnXdsosX2MMuPKV,$1.000600,1000600591.0,500300295.66,1000600591.0,$1.0B,$500.3M,$1.0B
wifyear,00,E8Z5sNVYNQCx35RSdZfkUpn4rdkYrjs6ktQTwT7tUGGR,Auj5qRwDaqSrFz4MRr5fD6vNqQWdYnZyQuvJYfzrcV3G,$0.000122,122078155.0,488312.83,122078155.0,$122.1M,$488K,$122.1M
Chill House,CHILLHOUSE,GkyPYa7NnCFbduLknCfBfP7p8564X1VZhwZYJ6CZpump,35TqQMeiRwEbK6FR5qiPwastuAAvo32VjnULJpxVSxUK,$0.006506,6498085.0,853401.33,6498085.0,$6.5M,$853K,$6.5M
PimpFun,00,BJ9mLqmBuoCDqth1HZUwP6ULwbvftpYzoKnq5AcgLGVZ,68zA6889GxzDtzAfKL2G5FDNp7pD49zoQQLLgogMBvyF,$0.002309,2309563595.0,9238254.59,2309563595.0,$2.3B,$9.2M,$2.3B
testicle,Coin,6VHVpj3KHDsa1vBiAj13c9oe482ZeJkXBJNCdcH1mKeW,AMP3f6XPCGgQiMNTjwWBY9N3ymp37mcP2FrB3HJrCDDR,$0.001310,1310864010.0,5243456.28,1310864010.0,$1.3B,$5.2M,$1.3B
steak,Coin,8LRurKCmmj1pi676URYTXD47UDMj1CWxafhBJFpn6iDX,4qmGTU8UMNCvLgCUqnYwb3jfWzPAugTrRgc4VrxoZqMp,$0.000781,780916295.0,3123665.39,780916295.0,$780.9M,$3.1M,$780.9M
snowball,00,DWCrQTpD5mKUWVSLArBaLiMqpknyboB6JxyktaYXshu4,9SEQzYjNdMP5jCjN6CaVTkWPmMErxbqaHVCWuWkwfUAP,$0.007409,7409034963.0,29636140.57,7409034963.0,$7.4B,$29.6M,$7.4B
Bitcoin,BTC,factory/osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3/alloyed/allBTC,1942-factory_osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3_alloyed_allBTC-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,$87813.460000,1753450776230.0,1045856.3,1753450776230.0,$1753.5B,$1.0M,$1753.5B
DeciAI,DECI,4a3EMFw6Gxf4sAwXJF6Z8AcW4QdFQEG9Ynxv2smMskJE,6QbdLPfooqUDfwvinbgPmakMz9yyXKuaybLwtRQvSfcp,$0.049460,49465304.0,300448.66,49465304.0,$49.5M,$300K,$49.5M
DINOSOL,TheToken,2rbCo2RNLF3is8i8RWtwEgmKuGxt7yPmgeNiAqinPadj,DR7PXgTW2a2AmHBtgU39DFuiS2FFCxCkfftngQCMKgAU,$0.000723,722902.0,706282.58,722902.0,$723K,$706K,$723K
trencher,TRENCHER,8ncucXv6U6epZKHPbgaEBcEK399TpHGKCquSt4RnmX4f,6WwcmiRJFPDNdFmtgVQ8eY1zxMzLKGLrYuUtRy4iZmye,$0.001437,1437582.0,364783.83,1437582.0,$1.4M,$365K,$1.4M
predictionXBT,PREDICT,5GTRGGnmbMCjCUnc3xMweCgVqDEtSDxTdvVdwutcpump,GRQB4P9MmorUwut8kb43RyHKJWo3Ce1EAvENPmNUbAhN,$0.001123,1122490.0,112867.28,1122490.0,$1.1M,$113K,$1.1M
liquid,00,AiVRhMM8WG3pJEXdZwviK6PUakRh9wnvjsdvzFSATtpG,EpxdrSWDaWBxcZjn84ZBXUnSYKdb6Xne8zxt1A7L6xbr,$0.000383,383026197.0,1532105.0,383026197.0,$383.0M,$1.5M,$383.0M
michi,$michi,5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,GH8Ers4yzKR3UKDvgVu8cqJfGzU4cU62mTeg9bcJ7ug6,$0.005085,2826325.0,1118756.11,2826325.0,$2.8M,$1.1M,$2.8M
The Last Play,retire,zGh48JtNHVBb5evgoZLXwgPD2Qu4MhkWdJLGDAupump,6HfaJiUuTXFZEfmdkQSNbvfe6i95Nh2wUVJ5dWMf7gtw,$0.001599,1598805.0,425518.69,1598805.0,$1.6M,$426K,$1.6M
You’ll own nothing & be happy,00,GWuDLbN2jN6bLPT83ZrNTJ5eMU3UefdTZE9ftdiNnpWd,DhFetgb9rwEJbTjcpc7nGnHLMuoqPdFY16FzjmFz5saF,$0.003111,3111621427.0,12446485.91,3111621427.0,$3.1B,$12.4M,$3.1B
yearn.finance,YFI,0x9EaF8C1E34F05a589EDa6BAfdF391Cf6Ad3CB239,0x1524a14C55f097bb54F0b24383f3ae3e3743804A,$3391.550000,119022948.0,1656963.85,1114891.0,$119.0M,$1.7M,$1.1M
Myro,MYRO,FVAyTyFC41BJjwdfF7cRUhWMd77b3kUx2Yf9GbauY6Pn,AjH6xTxwxLXULk9vvrki26NMZ5UTNVyKMrnFMM2RKJnw,$0.027120,25611292.0,24611290.22,25611292.0,$25.6M,$24.6M,$25.6M
Kabuto,Coin,6WZCAMAVNMCm2Z9HFZDrY7cK3tVZnvpbQ1HndZ3vwDe7,DFHWZxsfEFDvntqqL3r6ss9yAFT1oLq9XawRhaivK8kS,$0.002111,2111003313.0,8444013.3,2111003313.0,$2.1B,$8.4M,$2.1B
Jelly-My-Jelly,JELLYJELLY,6qoHG75y4uqoMThAVCpMV2vufdmFASjHcaCWxwZV8jj7,7UA53kH7V3YemFhT1LyqAdXCM6Zig34kJ2KT69oU37AT,$0.134800,134893457.0,133893492.78,134893457.0,$134.9M,$133.9M,$134.9M
Tuna,00,3JMbbHYKXNbYTeyyj9347P7PGVngkUeZCi3Duf4aTjHc,49NE4L1MN7i5kJrfAJpgFmjgSmUrJhJ3tRvCJZnDEPBp,$0.000571,570730036.0,2284216.48,570730036.0,$570.7M,$2.3M,$570.7M
Pandu Pandas,PANDU,4NGbC4RRrUjS78ooSN53Up7gSg4dGrj6F6dxpMWHbonk,4Bn7ow3iYnaPGdhWhs8zLVw8YtUUTboQdn95rFEusR9D,$0.000019,1909824.0,207742.52,1909824.0,$1.9M,$208K,$1.9M
Gigachad,GIGA,4HH28JezeYFYGJNHz8PBivGbBPSDtvQVKqHyMPPyhT6v,HzcWyeRw14268Rwx7MqTuMFzksEKRDv6LAzjin2kGPDD,$0.008693,86936421.0,85926776.73,86936421.0,$86.9M,$85.9M,$86.9M
Sachicoin,SACHI,7Y2TPeq3hqw21LRTCi4wBWoivDngCpNNJsN1hzhZpump,J3s2eaBdxaTEJd9NgHAvsRv88PuGSQWmrggyWxoEL587,$0.003190,3138141.0,242863.65,3138141.0,$3.1M,$243K,$3.1M
TROLL (SOL),TROLL,AoAJGv5Uu9bcSyPZvbiLwKTjPqPx5ie46VJG3FBjgoM6,4zr2oKxAx8KvamRdhQoYXda5kUJesE1ZCV8DEGraW5eo,$0.185200,185277449.0,184277523.41,185277449.0,$185.3M,$184.3M,$185.3M
The Official 67 Coin,67 ,0x03e31E1Ef3484F24246cF799fC9a0793A15fFc21,0x4594d26e90a693245fe255F33B5a6C548D4E011C,$0.022750,22754349.0,11377174.54,22754349.0,$22.8M,$11.4M,$22.8M
Fartcoin,FARTCOIN,BGqBuTQiTkaQJSc97g8vq4s7yzJ6afUemLTKtzVgcR6h,9MirigiSsDrbiKUt4C23XXTQLemcCDTwqjQzZe98Wn6n,$2.340000,2340455073.0,2339284848.79,2340455073.0,$2.3B,$2.3B,$2.3B
Fwog (SOL),FWOG,B4z637sPuJgpeAF7VtxH1q5THSVqZ87ouKupGQj4HWhG,A748KKiZ3ufG9c71FXiWcnY83w1KjdpjP6xqN4p9q5xB,$0.184700,180275843.0,179241091.21,180275843.0,$180.3M,$179.2M,$180.3M
MACARON,MACARON,8UiPofjkbjqTqrymz4VY3wXxMcPjFuyq3Psofekymaca,F7XDzSmDLQLF1htUGZ4nb8B3UfCmWDZWnJVZV32yLr7b,$0.150400,157981.0,145191.81,157981.0,$158K,$145K,$158K
Never Give Up,Coin,8QUxBWwgbPwTSvjBR88VTvycK6cyJMNbhpdXuhidB4rJ,EqA3D1CjrXDbc5ZBv5cHL4zwB67aohVCJooWMdfcBVKZ,$0.001640,1640786797.0,6563147.44,1640786797.0,$1.6B,$6.6M,$1.6B
Groyper,Groyper,AjgSvYmJLhvt3FteiyTqQf8XBj1SVs6T6AmSUfkHpump,9bGYzUG6Mpuy8dHuJaSkbguW87GZk7A8YgPgCSVANGpx,$0.001397,1397655.0,198421.82,1397655.0,$1.4M,$198K,$1.4M
PayAI,PAYAI,PAYmo6moDF3Ro3X6bU2jwe2UdBnBhv8YjLgL1j4DxGu,CP8fLuxUfduf6VQRa3ADYXLtvTVJStGzLBGA8MEHcAe3,$0.011750,11751674.0,818074.29,11751674.0,$11.8M,$818K,$11.8M
Collect on Fanable,COLLECT,0x934f053a83c98bE7e7c6E1c9214baa21bfb8Ef21,0xEb9766C4DdF3666379Bd5b2B12F4F509cA31ceCE,$0.059540,178625423.0,89312711.36,178625423.0,$178.6M,$89.3M,$178.6M
Purple Pepe,PURPE,HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,CpoYFgaNA6MJRuJSGeXu9mPdghmtwd5RvYesgej4Zofj,$0.000025,10664637.0,682080.51,10664637.0,$10.7M,$682K,$10.7M
ScreamingRRubberChicken,SRRC,0x6fBc74DC899dD984D9fBEb17Fe78Cc1e2f2dfA80,0xfCfAe65720652717652ec11b0955Aef49A892c0d,$0.000325,3251435.0,3242992.05,3251435.0,$3.3M,$3.2M,$3.3M
Jito Staked SOL,JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,5hWJUNTtEtKmKgDXpthJXXRRmJrz5vJ7uJzrUNVdrwLg,$157.250000,2099652220.0,499806.94,2099652220.0,$2.1B,$500K,$2.1B
Pump.fun,PUMP,EyNbAt2aavE1SbEpmKCLxniHGKez9KqF93zwvAojFKa6,41jj12f5ojTm9WPPTRWUixMWVg1Y95TV7j32wXJCpYQK,$0.006877,6877147673.0,6876137817.12,6877147673.0,$6.9B,$6.9B,$6.9B
catwifmask,MASK,6MQpbiTC2YcogidTmKqMLK82qvE9z5QEm7EP3AEDpump,GWPLjamb5ZxrGbTsYNWW7V3p1pAMryZSfaPFTdaEsWgC,$0.001878,1877392.0,316812.65,1877392.0,$1.9M,$317K,$1.9M
Jerry The Turtle By Matt Furie,JYAI,0x4E9623B7e5b6438542458f5EE828d65c24d3AF8c,0x2623EDC6008D057786a6Bf9dD34185DCDDebbf2F,$0.000029,2004369.0,209034.6,2004369.0,$2.0M,$209K,$2.0M
USDC,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,0xe712D505572b3f84C1B4deB99E1BeAb9dd0E23c9,$1.003700,76683842632.0,182182.67,411163730.0,$76.7B,$182K,$411.2M
UCF Finance,UCF,5JkQBPrYdRK7JsC39KPPbZi7r6uLx3ZuL7jjMf4zN4c,CC6QjCQ29cauTogdB9erTxNR736JApDyxkjuFdKcK3Up,$18164.011000,1816401143.0,75231904.85,1816401143.0,$1.8B,$75.2M,$1.8B
Kamino,KMNO,KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,2nJjE2ba3iGtefN4UNM1KN5FdYCwssU4Bzhc8URceqh6,$0.052760,188136614.0,403672.14,527620181.0,$188.1M,$404K,$527.6M
Monero-Chan,MONEROCHAN,H5b4iYiZYycr7fmQ1dMj7hdfLGAEPcDH261K4hugpump,B6NR5XYLroBdAnKjcF2o1raKqgSdi68yGZm4jtPMmQbQ,$0.002817,2817673.0,238976.35,2817673.0,$2.8M,$239K,$2.8M
Gorbagana,GOR,71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,H66r4cb3LrvEZowN6eJZxMVbjrzxmRzPRT7Z6aMEXunb,$0.004713,4712963.0,601907.07,4712963.0,$4.7M,$602K,$4.7M
Pump,PUMP,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,2uF4Xh61rDwxnG9woyxsVQP7zuA6kLFpb3NvnRQeoiSd,$0.001874,1105698686.0,13389368.99,1874045423.0,$1.1B,$13.4M,$1.9B
Pippin,pippin,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,8WwcNqdZjCY5Pt7AkhupAFknV2txca9sq6YBkGzLbvdt,$0.416300,416306118.0,13794465.55,416306118.0,$416.3M,$13.8M,$416.3M
AI Rig Complex,arc,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,J3b6dvheS2Y1cbMtVz5TCWXNegSjJDbUKxdUVDPoqmS7,$0.037900,37902330.0,3045447.68,37902330.0,$37.9M,$3.0M,$37.9M
Rizzmas,THE,CYtfk5AQSTBL8HxiiCXZ5SKE7e8uNA3bWJQVjS6DTpiv,ErXfcgdBz3Yn1NtKsiy7h7Lmfu1WWdsxShbcyxKGyCeu,$0.000048,480914997.0,1923660.21,480914997.0,$480.9M,$1.9M,$480.9M
Umbra,U1 ,0x5D1D988AFc4ef4FB3576D0211e55CA1Bf209523C,0xfc5c0ec58a56BE20a5e17Cab4718BdF8F49Cb281,$0.861900,430980304.0,215490151.78,430980304.0,$431.0M,$215.5M,$431.0M
Aura,AURA,DtfQirrR3vjogEeDnTwRsFF8iLjGRutcMjjZRY3xU54z,6G52nhLPMZgoYD3disCZekYJSqvswPibh4KyBUPViUJ3,$0.078040,75343157.0,74333506.02,75343157.0,$75.3M,$74.3M,$75.3M
World Liberty Financial USD   ,USD1,CiTnscSK27VUinyFngoX57YdeZTjNorGtCReC9nH2Do6,Sz9YJYis8wqKnmF2Vii4GFQfyELELFB4jmJQs66MNGr,$1.000000,2887000000.0,2857746348.19,2887000000.0,$2.9B,$2.9B,$2.9B
Goatseus Maximus,GOAT,7tGwuFAyV3xQjYGdGDwXzxegx419WgE4WwtEbJq9x1Es,3bnjD8vpHvGpuAo9ExVSs7CKBMzfG6SgxC19joqMV5gJ,$0.163700,163770616.0,162770556.86,163770616.0,$163.8M,$162.8M,$163.8M
